算盘,abacus
 防御  ,Defense
 鼓励  ,encouraged
 货币  ,currency
 大陆  ,mainland
 订阅  ,subscription
 令人满意  ,satisfactory
 命名  ,denominated
 鼓励  ,encourage
 在陆上  ,onshore
 典型地  ,typically
 订阅  ,subscribed
 比较  ,comparisons
 国际化  ,internationalize
 措施  ,measures
 基准  ,benchmark
 战略家  ,strategist
 缴存额信贷部分  ,tranches
 成熟  ,maturities
 瞄准  ,targeting
 协会  ,institutional
 优惠券  ,coupon
 图书管理员  ,bookrunners
 缴存额信贷部分  ,tranche
 报纸  ,newspapers
 通信机  ,Telegraph
 困窘  ,embarrassment
 会员资格  ,membership
 告密者  ,whistleblowers
 退休  ,retired
 运动家  ,campaigners
 不端行为  ,misconduct
 声称  ,purported
 任何  ,whatsoever
 令人不安地  ,disturbingly
 旅行  ,Travelling
 委员  ,commissioner
 失业者  ,unemployed
 词汇  ,glossaries
 Scientology  ,Scientology
 亵渎神圣  ,desecration
 骑马  ,equestrian
 圣经  ,bible
 Oldfield  ,Oldfield
 垂悬  ,hanged
 战争  ,rebellion
 费用  ,expenses
 精品店  ,boutique
 达到  ,achieved
 宜人  ,pleasant
 惊奇  ,surprise
 棘手  ,tricky
 最大值  ,maximum
 成员  ,members
 明星  ,headliner
 特别  ,special
 上升  ,raising
 执行  ,enforcement
 预定  ,scheduled
 苦干  ,slogging
 极端主义  ,extremism
 可怕  ,terrible
 恐怖分子  ,terrorists
 barack  ,barack
 募捐人  ,Fundraiser
 Blogrunner  ,Blogrunner
 Blogrunner  ,Blogrunner
 奖励  ,rewarded
 付款  ,payment
 章程  ,regulations
 无家可归  ,homeless
 风雨棚  ,shelter
 报酬好  ,gainfully
 外购  ,outsourced
 引伸  ,extension
 失业  ,Unemployment
 玷污  ,disgraced
 保释金  ,bail
 透露  ,disclosing
 取消  ,revoked
 密封  ,sealed
 即将来临  ,upcoming
 毒物  ,poison
 听力  ,hearing
 紫色  ,purple
 财产  ,possessions
 律师  ,lawyer
 法警  ,marshals
 机要  ,confidential
 委托人  ,trustee
 透露  ,disclosed
 看待  ,regarding
 争论  ,argued
 拘留  ,jailed
 组合  ,combination
 辩解  ,justify
 意味  ,means
 适当地  ,appropriately
 演讲  ,addressed
 陪审员  ,jury
 判决  ,rulings
 不便  ,inconvenience
 忘记  ,forgotten
 徊避  ,circumvented
 情况  ,renovations
 交换  ,exchange
 推荐  ,recommending
 合同  ,contracts
 回顾  ,reviews
 被提名人  ,nominee
 家园  ,Homeland
 安全  ,Security
 涉嫌  ,allegedly
 未用文件证明  ,undocumented
 要求  ,claims
 审查员  ,Inspector
 平均  ,average
 过份  ,excessive
 金钱  ,monetary
 援引  ,cites
 麻烦  ,Troubled
 终于  ,ultimately
 季度  ,quarterly
 开支  ,expenditures
 历史上  ,historically
 主动性  ,initiatives
 涵义  ,implications
 重新贷款  ,refinancing
 沉溺  ,indulging
 赌注  ,bets
 加法  ,addition
 支持  ,backed
 改革  ,reforming
 道德  ,moral
 紧急  ,urgency
 不活动  ,inaction
 不信任  ,distrust
 透明度  ,transparency
 保证  ,assurances
 破坏  ,undermined
 接收者  ,recipients
 信心  ,confidence
 遗产  ,legacies
 推荐  ,recommendations
 货币  ,currencies
 边际  ,margins
 Cadbury  ,Cadbury
 巧克力  ,chocolate
 类别  ,categories
 表现  ,performances
 涌现  ,emerging
 忧虑  ,anxieties
 弥漫  ,pervading
 转变话题  ,sidetracked
 医疗保障  ,Medicare
 十年  ,decade
 温和派  ,centrist
 翻转  ,overturn
 减少  ,reduction
 对手  ,opponents
 挫折  ,setback
 变化莫测  ,unpredictable
 磨损  ,frayed
 保守主义  ,conservatism
 胜利  ,triumph
 迅速增加  ,ballooning
 少数  ,Minority
 危害  ,jeopardizing
 保存  ,preserving
 前辈  ,seniors
 让步  ,withdrawing
 大力士  ,powerhouse
 赶过  ,outpaces
 干预  ,intervened
 命令  ,behest
 说服  ,persuaded
 更加宽广  ,broader
 保守主义者  ,conservatives
 获得  ,obtain
 司法  ,Judiciary
 反垄断  ,antitrust
 相似  ,similar
 枪手  ,Gunmen
 摩托车  ,motorcycle
 恐惧  ,fears
 罢工  ,strikes
 力量  ,forces
 星期六  ,Saturday
 非法  ,lawless
 住院治疗  ,hospitalizations
 疾病  ,Diseases
 对比  ,contrast
 显著  ,dramatically
 不同  ,different
 公民  ,citizens
 强调  ,emphasizing
 医师  ,physicians
 相对地  ,relatively
 不精确  ,inaccurate
 可利用  ,available
 可注射  ,injectable
 预言  ,predicting
 不可预料  ,unpredictability
 同时  ,Meanwhile
 统计员  ,Statistician
 Purdue  ,Purdue
 而且  ,Moreover
 一再  ,repeatedly
 收缩  ,contracted
 病症  ,illnesses
 假定  ,presumed
 早先  ,previous
 学术  ,academic
 接种  ,vaccinations
 分布  ,distributed
 药量  ,doses
 正式地  ,formally
 情节  ,episode
 药房  ,pharmacy
 参与  ,participating
 阴谋  ,conspiracies
 2月  ,February
 购物中心  ,mall
 放弃  ,abandoned
 自动  ,automatic
 武器  ,weapons
 刺杀  ,assassination
 公民  ,citizen
 学院  ,College
 科学  ,Sciences
 拘捕  ,arrested
 1月  ,January
 局  ,Bureau
 哪里  ,whereabouts
 句子  ,sentence
 推翻  ,overthrow
 不道德的行为  ,wrongdoing
 拘捕  ,arrest
 膝上型计算机  ,laptop
 监狱  ,jail
 请求  ,plea
 医药  ,medicinal
 富有  ,affluent
 邻居  ,Neighbor
 黎明  ,dawn
 祷告  ,prayer
 穆斯林  ,Muslim
 打乱  ,disrupted
 密谋  ,conspiring
 律师  ,attorneys
 承担了  ,undertook
 升高  ,heightened
 防备措施  ,precautions
 怨言  ,complaint
 出逃  ,fled
 宣称  ,alleges
 反政府  ,antigovernment
 分别地  ,separately
 录影带  ,videotapes
 荣耀  ,glory
 证人  ,witness
 有残障  ,handicapped
 狙击手  ,sniper
 后勤  ,logistical
 手枪  ,handguns
 虽然  ,Although
 董事  ,Executives
 扇动  ,fanned
 庆祝  ,celebrate
 失望  ,disappointing
 修改  ,makeover
 能量  ,energies
 形式化  ,formalize
 划分  ,divisional
 带领  ,spearheaded
 主持  ,presiding
 澳洲  ,Australia
 翻滚  ,tumbled
 Canaccord  ,Canaccord
 处理  ,managed
 降低等级  ,downgrade
 未履行  ,nonperforming
 摩根  ,Morgan
 斯坦利  ,Stanley
 攫取  ,snapped
 连贯  ,consecutive
 贷款人  ,lender
 上升  ,climbed
 费城  ,PHILADELPHIA
 困扰  ,haunted
 失败  ,failure
 陶醉  ,revels
 哺育  ,nurtured
 否定性  ,negativity
 历史  ,historic
 抱怨  ,complain
 倒塌  ,toppled
 同盟  ,League
 星  ,stellar
 淘汰赛  ,playoffs
 补偿  ,compensated
 猛击  ,slugging
 局  ,innings
 季后  ,postseasons
 展开  ,unfolded
 回击  ,comeback
 围攻  ,beleaguered
 牛栏  ,bullpen
 缺点  ,flaw
 伤感地  ,poignantly
 聚集  ,congregating
 独木舟  ,dugout
 体育场  ,Stadium
 渗入  ,permeated
 礼仪  ,ceremonial
 紧抓住  ,clinching
 割让  ,ceded
 高尚  ,exalted
 特权  ,franchise
 中坚力量  ,nucleus
 增添  ,augmented
 Victorino  ,Victorino
 时尚  ,fashion
 促进  ,boosted
 变坚韧  ,toughened
 弹起  ,bounced
 拍打  ,beating
 眩晕  ,dizzying
 归成一类  ,slumping
 惊吓  ,spooked
 嘲弄  ,taunted
 冰雹  ,hails
 自创  ,homemade
 银  ,silver
 图象  ,images
 反对  ,against
 着迷  ,captivated
 转动  ,turned
 报纸  ,newspaper
 丈夫  ,husband
 相信  ,believing
 动机  ,motive
 制造  ,fabricated
 指示  ,instructed
 有销路  ,marketable
 物产  ,property
 评论  ,comments
 提及  ,mentioned
 语言  ,language
 可能  ,likelihood
 动摇  ,destabilize
 谈论  ,discussing
 调控  ,regulated
 全国  ,national
 特许  ,chartering
 个体  ,entities
 评论  ,remarks
 立法委员  ,lawmakers
 联邦  ,federally
 然而  ,however
 努力  ,efforts
 衍生物  ,derivatives
 交换  ,swaps
 虐待  ,abusive
 实践  ,practices
 进展  ,headway
 西北  ,Northwest
 航空公司  ,Airlines
 飞行  ,flight
 乘客  ,passengers
 控制器  ,controllers
 飞越  ,overflew
 目的地  ,destination
 飞行员  ,pilots
 激昂  ,heated
 记录器  ,recorders
 乘员组  ,crew
 完成  ,completion
 调查  ,investigations
 安全  ,Safety
 委员会  ,board
 路线  ,course
 建立  ,established
 允许  ,permission
 保证  ,ensure
 抢劫  ,hijacking
 活动  ,activity
 机场  ,Airport
 航空航天  ,Aerospace
 命令  ,Command
 介入  ,involving
 滑行道  ,taxiway
 跑道  ,runway
 平行  ,parallel
 亚特兰大  ,Atlanta
 芝加哥  ,Chicago
 莎士比亚  ,Shakespeare
 杂文  ,essays
 总结  ,summarize
 讽  ,satirize
 文学  ,literature
 王国  ,Kingdom
 经典之作  ,classics
 组合  ,combine
 滑稽  ,funny
 头发  ,haired
 二年级学生  ,sophomore
 合作者  ,collaborator
 同学  ,classmate
 笑  ,laughs
 比较  ,comparative
 气喘  ,gasps
 领会  ,comprehend
 天堂  ,Paradise
 有限  ,restricted
 中年  ,midlife
 Shoulda  ,Shoulda
 奥德修斯  ,Odysseus
 谈论  ,discussed
 Rensin  ,Rensin
 海岛  ,island
 汉堡包  ,hamburger
 不恭  ,disrespectful
 Aciman  ,Aciman
 防御者  ,defenders
 在之中  ,among
 年长  ,elderly
 关闭  ,closing
 gapin  ,gapin
 多福饼  ,doughnut
 金钱  ,money
 消灭  ,eliminated
 逐渐  ,gradually
 好处  ,benefits
 往  ,demographic
 竞选  ,elections
 提议  ,proposed
 灾难  ,catastrophic
 可恶  ,hateful
 疾风  ,blasts
 筑堡垒于  ,fortified
 星期天  ,Sunday
 8月  ,August
 情况  ,situation
 恶化  ,deteriorates
 修订  ,revise
 时间表  ,timetable
 问题  ,questions
 叛乱者  ,insurgents
 滤渗  ,infiltration
 伤害  ,injured
 连续  ,succession
 最深  ,deepest
 吊唁  ,condolences
 服务  ,serve
 显露  ,reveal
 决定  ,decided
 倾没  ,plunge
 赞歌  ,paeans
 Redmond  ,Redmond
 提示  ,prompts
 桌面  ,desktop
 正式地  ,Officially
 改进  ,enhancements
 机器  ,machines
 接口  ,interface
 玻璃状  ,glassy
 缺乏信心  ,unsure
 顾问  ,Advisor
 能力  ,capabilities
 实际上  ,actually
 编辑  ,editions
 能力  ,ability
 新近地  ,freshly
 制作  ,manufactured
 特点  ,features
 抗病毒  ,antivirus
 例外  ,exceptions
 如果  ,specify
 证明  ,proofed
 洞察  ,insights
 不管怎么样  ,Regardless
 归档  ,filed
 违犯  ,infringed
 专利  ,patents
 无线  ,wireless
 技术  ,technologies
 讲话  ,speech
 运送  ,shipped
 乞求  ,begs
 教育  ,educated
 但是  ,Nonetheless
 版权  ,copyrights
 战略  ,strategies
 动机  ,motives
 肌肉  ,muscle
 他的  ,litigation
 想法  ,thoughts
 准许  ,licensing
 阿姆斯壮  ,Armstrong
 确信  ,confident
 本质上  ,essentially
 多孔  ,cellular
 有动机  ,motivated
 表面地  ,superficially
 提示  ,prompted
 期限  ,terms
 Ericsson  ,Ericsson
 直接地  ,directly
 股份单  ,portfolios
 从而  ,thereby
 消灭  ,eliminating
 二者择一地  ,alternatively
 违犯  ,infringing
 无效  ,invalidated
 问题  ,issue
 长期  ,longer
 更加便宜  ,cheaper
 数额  ,amount
 实际  ,actual
 考虑  ,considering
 讲价  ,bargaining
 芯片  ,chip
 mutltiple  ,mutltiple
 无意义  ,insignificant
 起诉  ,suing
 获得  ,obtaining
 皇族  ,royalties
 大型装配架  ,bucks
 斡旋人  ,mediator
 带来  ,brought
 决心  ,resolve
 伪君子  ,hypocrite
 最终  ,Finally
 奋斗  ,struggles
 财产  ,assets
 什么  ,whatever
 强制执行  ,enforce
 轰炸  ,bombings
 街市  ,downtown
 紧张  ,tensions
 关键  ,crucial
 巴格达  ,Baghdad
 最致命  ,deadliest
 用力投掷  ,hurling
 车  ,vehicles
 烧成灰  ,incinerating
 架设  ,erected
 磨成粉  ,pulverized
 损坏  ,Mangled
 撒布  ,strewn
 呕吐  ,spewed
 发出丁当声  ,tinged
 部  ,ministries
 回忆  ,reminiscent
 吹嘘  ,boast
 上午  ,midmorning
 上午  ,midmorning
 提示  ,reminder
 注意  ,attention
 高度  ,highly
 转移  ,shifted
 离开  ,departure
 计划  ,planned
 发生  ,occurred
 罢工  ,strike
 目标  ,targets
 重复  ,repeated
 让步了  ,withdrew
 剥去  ,ripped
 烧  ,burning
 外国  ,Foreign
 同样地  ,similarly
 坚定地  ,firmly
 事故  ,accident
 可能性  ,odds
 政客  ,politicians
 投票  ,polling
 棘手  ,thorny
 省  ,province
 残余  ,remnants
 寻找  ,sought
 议会  ,parliamentary
 发誓  ,vowed
 故障  ,breakdown
 宗派主义者  ,sectarian
 发怒  ,raged
 诺言  ,promises
 反思  ,reconsider
 谴责  ,condemning
 准备  ,prepare
 指责  ,accusing
 怀有  ,harboring
 Baathists  ,Baathists
 指责  ,accusation
 邻居  ,neighboring
 遥远  ,distant
 永远  ,forever
 促进  ,facilitating
 宣告  ,proclaim
 减弱  ,weakened
 倔强地  ,stubbornly
 保留  ,retains
 幻灭  ,disillusionment
 投掷  ,thrown
 餐馆  ,restaurant
 竞争  ,competing
 不明  ,unclear
 迅速  ,rapid
 减少  ,drawdown
 作战  ,combat
 最后期限  ,deadline
 逻辑学家  ,logisticians
 教练员  ,trainers
 大致  ,roughly
 投票  ,balloting
 副部长  ,undersecretary
 作证  ,testified
 规定  ,stipulates
 坚持  ,insist
 减少  ,diminishing
 无所事事地  ,idly
 处置  ,Disposal
 臂章  ,armbands
 解开  ,unleashed
 爆炸  ,burst
 抢救  ,salvaging
 辩论术  ,forensics
 不熟练  ,unskilled
 6月  ,June
 表示  ,expressions
 检查站  ,checkpoints
 外面  ,beyond
 莫名其妙地  ,somehow
 目击  ,witnessed
 大手大脚  ,wasteful
 明显  ,obvious
 无效用  ,inefficiencies
 analytics  ,analytics
 hemorrhaging  ,hemorrhaging
 机会  ,opportunities
 不利地  ,adversely
 劝阻  ,discourages
 过度花费  ,overspending
 照料者  ,caregivers
 复制品  ,duplicate
 多余  ,Unnecessary
 抗生素  ,antibiotics
 营私舞弊  ,malpractice
 曝光  ,exposure
 佣金  ,kickbacks
 推举  ,referrals
 诈欺  ,scams
 行政  ,Administrative
 无效用  ,inefficiency
 文书工作  ,paperwork
 差错  ,mistakes
 可防止  ,Preventable
 未管制  ,uncontrolled
 职员  ,clerical
 痛苦  ,suffering
 恶魔般  ,demonic
 奇异  ,Paranormal
 女演员  ,actress
 Featherston  ,Featherston
 迅速增加  ,ballooned
 现象  ,phenomenon
 极端底  ,ultralow
 即兴  ,improvisational
 首次展示  ,rollout
 安置  ,oriented
 聚集  ,flocked
 计数  ,counting
 即将到来  ,forthcoming
 分类  ,pigeonholed
 试演  ,auditions
 有希望地  ,hopefully
 举起  ,Elevate
 剧本  ,scripts
 孪生  ,allowing
 Sabathia  ,Sabathia
 赢取  ,winning
 支持  ,supported
 Hatoyama  ,Hatoyama
 显然地  ,visibly
 海边  ,seaside
 加强  ,strengthen
 恢复  ,recovering
 客观  ,objective
 依赖性  ,dependence
 地方  ,regional
 泰国  ,Thailand
 总理  ,Premier
 清除器  ,clearer
 外交人士  ,diplomats
 关系  ,relationships
 基石  ,cornerstone
 可能性  ,possibility
 澳大利亚  ,Australian
 和平  ,Pacific
 巩固  ,consolidating
 力量  ,strength
 协会  ,Association
 资金  ,fund
 集成  ,integrating
 兼职  ,sidelined
 边线  ,sideline
 必要  ,necessarily
 新加坡  ,Singapore
 苏丹王国  ,sultanate
 邻居  ,neighbors
 会计  ,accounting
 消耗量  ,consumption
 突出  ,highlighted
