あいかわらず,相変わらず
しょうしょ,証書
きょうよう,供用
きょぎ,虚偽
にんち,認知
まさき,正木
せきぐち,関口
秘鲁,ペルー
Rape,レイプ
ちゅうぜつ,中絶
Amazon,アマゾン
どうぎ,動議
色情,ポルノ
ほんすう,本数
圣巴巴拉,サンタバーバラ
きょうふう,強風
ほうか,放火
けんしき,見識
しゃみんとう,社民党
しんとう,新党
ひばく,被爆
ていき,提起
ぼうえき,防疫
しゅうあけ,週明け
びねつ,微熱
Detroit,デトロイト
ていりゅう,停留
きがい,機外
こうてつ,更迭
なんぶ,南部
Airforce,エアフォース
げきど,激怒
Alberta,アルバータ
Guatemala,グアテマラ
Brazil,ブラジル
Poland,ポーランド
さっしょう,殺傷
きょうき,凶器
こうぐ,工具
しつない,室内
てっせい,鉄製
よこづけ,横付け
せんどう,先導
Handle,ハンドル
くろせ,黒瀬
Guardrail,ガードレール
Concrete,コンクリート
じゅけい,受刑
さいしん,再審
へいせい,平成
むき,無期
こうさい,高裁
たいえき,体液
じんもん,尋問
さんなん,三男
Chime,チャイム
りんかい,臨界
ほんしゃ,本社
けいむ,警務
えたじま,江田島
かくとう,格闘
うらがわ,裏側
しもん,指紋
しきべつ,識別
ちくしの,筑紫野
じょまく,除幕
しょちょう,署長
Symbol,シンボル
はんすう,半数
さいた,最多
じょくん,叙勲
きょくじつ,旭日
きたい,機体
しちゅう,支柱
かっそうろ,滑走路
しゅよく,主翼
かんしょう,緩衝
どうけい,同型
NewJersey,ニュージャージー
えんじょう,炎上
Bound,バウンド
Express,エクスプレス
たいは,大破
くだりざか,下り坂
なにわ,難波
しつちょう,室長
よしお,吉雄
ねや,寝屋
西北,ノースウエスト
ふりつ,府立
せきじゅうじ,赤十字
さんむ,山武
たかね,高根
ようだい,容体
ほっぽう,北方
なんど,難度
にんたい,忍耐
たいへいよう,太平洋
ぐんしゅく,軍縮
しんべい,親米
格鲁吉亚,グルジア
すうにん,数人
おこたった,怠った
Punch,パンチ
交替,かわるがわる
おこたって,怠って
にちよう,日曜
なかみ,中身
おおしま,大島
かいき,会期
しょはん,諸般
ないじゅ,内需
どりょう,度量
じじょ,自助
たいしん,耐震
げんせい,厳正
はいろ,廃炉
ひさい,被災
じんしん,人身
Pressure,プレッシャー
けいび,軽微
ついにん,追認
ほんでん,品田
むけつ,無欠
いがらし,五十嵐
なは,那覇
もや,母屋
くまとり,熊取
やまおか,山岡
とうしゅ,党首
たろう,太郎
はんどうたい,半導体
ちゅうき,中期
しゃめい,社名
圣保罗,サンパウロ
Avila,アビラ
どうこく,同国
とうにょう,糖尿
じびょう,持病
わずらって,患って
圣何塞,サンホセ
Norway,ノルウェー
よだん,予断
かわむら,河村
げんしつ,言質
しょかん,所管
やっき,躍起
こうかん,高官
とよはし,豊橋
はままつ,浜松
たかおか,高岡
ずだ,頭陀
かいたい,解体
いいだ,飯田
やまだ,山田
むぎ,牟岐
うわじま,宇和島
どうざい,同罪
せいさん,精算
かがわ,香川
かんのん,観音
みとよ,三豊
みやもと,宮本
なかむら,中村
ほかく,保革
さいせん,再選
けんじ,堅持
じゅうちん,重鎮
だっかん,奪還
かげき,過激
みきわめ,見極め
きょうえい,競泳
ちんたい,賃貸
せおよぎ,背泳ぎ
いりえ,入江
かちめ,勝目
ふくしま,福嶋
くき,久喜
どうこうほう,道交法
まつお,松尾
わしみや,鷲宮
けんもん,検問
はいぞく,配属
かわごえ,川越
しっせき,叱責
じあん,事案
しょいん,署員
ろじょう,路上
かんかつ,管轄
ほそだ,細田
えきがく,疫学
あかさか,赤坂
みつけ,見附
あざぶ,麻布
しんばし,新橋
おなりもん,御成門
みせばん,店番
あおやま,青山
しながわ,品川
はっきん,白金
とらのもん,虎ノ門
きんり,金利
いちらん,一覧
ほうじん,法人
たんぽ,担保
Dial,ダイヤル
しょうわ,昭和
しょうこう,商工
ぜいりし,税理士
もうしこみ,申込
ほうぎん,邦銀
ずいいち,随一
はばびろ,幅広
がいため,外為
てがた,手形
ぜんせん,前線
じつむ,実務
ちゅうきんとう,中近東
せいおう,西欧
とうおう,東欧
うちそと,内外
くし,駆使
いじょう,異状
まなつび,真夏日
かいき,皆既
しょくぜん,食前
あべ,阿部
はいそう,配送
せいと,成都
しんよう,瀋陽
むしゃく,無錫
こうしゅう,広州
てんしん,天津
Panama,パナマ
ほうが,邦画
しんさく,新作
Unit,ユニット
はもん,波紋
じょうと,譲渡
さしゅ,詐取
しんびょう,神妙
くまの,熊野
こどう,古道
さんどう,山道
Cream,クリーム
Nobel,ノーベル
Shopping,ショッピング
Shop,ショップ
Speed,スピード
Print,プリント
Jewelry,ジュエリー
しんぐ,寝具
しゅうのう,収納
Kitchen,キッチン
ようしゅ,洋酒
しょうちゅう,焼酎
Hobby,ホビー
こもの,小物
Nightwear,ナイトウエア
Kids,キッズ
Baby,ベビー
Maternity,マタニティ
Interior,インテリア
Diet,ダイエット
でまえ,出前
Petfood,ペットフード
ほっかいどう,北海道
こうしんえつ,甲信越
しこく,四国
ぜっぴん,絶品
Research,リサーチ
きんき,近畿
すいたく,水沢
とうしょうぐう,東照宮
ぜんこうじ,善光寺
かいちょう,開帳
かみごと,神事
がくし,学資
のりかえ,乗換
たいかい,退会
Delivery,デリバリー
Caramel,キャラメル
Gift,ギフト
かめやま,亀山
てんし,天使
じゅうはん,重版
さっき,数奇
きょへん,巨編
まつおか,松岡
きてん,機転
さっち,察知
そうでん,桑田
Cartridge,カートリッジ
きゅうあい,求愛
やえん,野猿
Entertainment,エンターテインメント
まんさい,満載
でんどう,電動
Brush,ブラシ
どうしゅ,同種
よたく,預託
えんこう,援交
しゃれい,謝礼
やまなし,山梨
ちゃくふく,着服
れんしょう,連勝
せきはい,惜敗
せいさい,精彩
こうしゅ,攻守
いっこだて,一戸建て
TOPIX,トピックス
とうどく,東独
てんじ,点字
かつま,勝間
まき,真木
のむら,野村
めいきょく,名曲
もてぎ,茂木
Link,リンク
Accessibility,アクセシビリティ
ふほう,訃報
さいしょう,最少
よそい,装い
うけつけ,受け付け
しちょうそん,市町村
よくし,抑止
ちょうみん,町民
むりき,無力
せっそく,拙速
そうこん,早婚
しゅうしん,終身
にくせい,肉声
しょうほう,詳報
Best,ベスト
いご,囲碁
ほんだな,本棚
しんとう,浸透
こうれい,好例
しゅうきゃく,集客
Locarno,ロカルノ
Impact,インパクト
かつた,勝田
りゃくれき,略歴
そうさい,総裁
ふっこく,復刻
しょうかん,召還
ざっきちょう,雑記帳
けいしょう,景勝
びょうけつ,病欠
ぶつじ,仏事
ぶつだん,仏壇
しなぞろえ,品揃え
Quality,クオリティ
Sponsor,スポンサー
Daily,デイリー
とっか,特価
はなばたけ,花畑
あさだ,浅田
てんしん,転身
すがの,菅野
ていねんぴ,低燃費
かわやなぎ,川柳
ぜっきょう,絶叫
Cross.talk,クロストーク
Answer,アンサー
あそう,麻生
Select,セレクト
Paradox,パラドックス
おやこ,親子
ていがく,定額
Whisky,ウイスキー
Mystery,ミステリー
Album,アルバム
Jazz,ジャズ
むえん,無縁
こそだて,子育て
ながたちょう,永田町
けっせん,決戦
かんえつ,観閲
ほうのう,奉納
まさかき,真榊
ほぜん,保全
まなむすめ,愛娘
Pickup,ピックアップ
うすげ,薄毛
Opinion,オピニオン
Blog,ブログ
Marketing,マーケティング
Apple,アップル
Password,パスワード
ほんとう,本当
かわむら,川村
Hybrid,ハイブリッド
まなざ,目指
さいりょう,最良
Scenario,シナリオ
こうぞく,航続
はいしゅつ,排出
しはんき,四半期
Work,ワーク
Data,データ
Closeup,クローズアップ
げんしゅう,減収
ぞうし,増資
こんき,今期
とくか,特化
ひけつ,秘訣
ひたち,日立
Topic,トピック
Discussion,ディスカッション
せいい,誠意
しんちゃく,新着
Server,サーバ
Down,ダウン
Graph,グラフ
Selection,セレクション
げいしゃ,芸者
でんのう,電脳
Figure,フィギュア
じひょう,時評
Box,ボックス
なかの,中野
こだて,戸建て
Router,ルーター
いっせん,一線
げつがく,月額
Renewal,リニューアル
Channel,チャンネル
ようが,洋画
とくひつ,特筆
えきしょう,液晶
りょうほう,両方
とうけい,東経
ねっしょう,熱唱
かしょう,歌唱
かいせん,回線
Cable,ケーブル
Discovery,ディスカバリー
Power,パワー
さっこん,昨今
じょうほう,上方
Copy,コピー
Free,フリー
Card,カード
くちく,駆逐
たいどう,胎動
Tuner,チューナー
はんそく,販促
しゅうけつ,集結
Switch,スイッチ
でんそう,伝送
ほんみょう,本命
こかつ,枯渇
Plat,プラット
きぞく,帰属
Week,ウィーク
えんたい,延滞
Button,ボタン
User,ユーザ
ふよ,付与
Plan,プラン
しょうすう,小数
きりすて,切り捨て
くりこす,繰り越す
よこく,予告
Load,ロード
Affiliate,アフィリエイト
Loan,ローン
ひょうき,表記
Photo,フォト
Navigation,ナビゲーション
しゅべつ,種別
Robot,ロボット
Cashing,キャッシング
Frontier,フロンティア
はんがく,半額
Head,ヘッド
しんく,真紅
Sale,セール
Master,マスター
Accessory,アクセサリー
Plus,プラス
Instant,インスタント
Scoop,スクープ
しょしんしゃ,初心者
せんばい,専売
しかた,志方
あきはばら,秋葉原
Item,アイテム
めぐり,巡り
うえじま,上島
コーヒー,珈琲
あんごう,暗号
さいそく,最速
Browser,ブラウザ
ししゃ,試写
しめきり,締切
Spirit,スピリット
しゅうかつ,就活
Writer,ライター
Portal,ポータル
ゆうがい,有害
かいてん,開店
きしゃ,貴社
わしょく,和食
しょうみ,賞味
のうひん,納品
そうぎょう,創業
はんろ,販路
いたって,至って
ぜんいき,全域
ふくぎょう,副業
おろし,卸し
てんか,添加
さいきょう,西京
かないろ,金色
うえの,上野
いざかや,居酒屋
しょうだん,商談
まくはり,幕張
しゅってん,出展
まつい,松井
いんし,印紙
おきなわ,沖縄
しんそう,深層
Cleansing,クレンジング
ちゅうぼう,厨房
じっきょう,実況
おおだい,大台
Once,ワンス
Fiber,ファイバー
てんこう,転向
Template,テンプレート
にゅうもん,入門
ほった,堀田
兼职,アルバイト
さしとめ,差し止め
しんにん,信認
うちきり,打ち切り
ぞうわい,贈賄
じゅなん,受難
さっしん,刷新
Forum,フォーラム
きょがく,巨額
だんわ,談話
Oracle,オラクル
いちもんいっとう,一問一答
Source,ソース
Cut,カット
れっぱい,劣敗
せんめい,鮮明
Risk,リスク
しこう,指向
Strategy,ストラテジー
しんいん,真因
めいだい,命題
しじょう,至上
そうとう,総統
ぜっしょく,絶食
ずいじ,随時
ふりかえ,振替
そくのう,即納
Denim,デニム
のびちぢみ,伸び縮み
にっしょく,日食
けんてい,検定
じじ,時事
こしつ,個室
いけぶくろ,池袋
Afghan,アフガン
びか,美化
ふうちょう,風潮
こうれい,恒例
ゆうしょく,夕食
たちき,立木
ばっさい,伐採
いばらき,茨木
はくげきほう,迫撃砲
ないせん,内戦
ちょくげき,直撃
Somalia,ソマリア
Mogadiscio,モガディシオ
ふくい,福井
こうち,高知
ちゅうきょう,中京
しんしゅう,信州
なんかい,南海
けんみん,県民
とくさつ,特撮
げんそう,幻想
さんか,讃歌
あおもり,青森
あきた,秋田
とうがい,当該
りこう,履行
ほうてき,法的
うけおい,請負
ちょうかい,懲戒
じょうぶ,上部
けいふ,系譜
Universal,ユニバーサル
Scope,スコープ
Domain,ドメイン
きてい,既定
じさく,自作
てんもんだい,天文台
ゆうせん,有線
きりかえ,切り替え
びじょ,美女
なかにわ,中庭
Prefab,プレハブ
とうかい,倒壊
てぬき,手抜き
しんさい,震災
かきょう,華僑
用一切手段,なにがなんでも
さかけ,酒気
おび,帯び
とうは,党派
こうえん,後援
じき,次期
じそん,自損
ほちょう,歩調
きむら,木村
きんりん,近隣
ぶんきょう,文教
まぬがれ,免れ
えない,得ない
ひょうけい,表敬
おおいそ,大磯
してい,私邸
えみ,笑み
うかべ,浮かべ
こうすう,工数
じゅたく,受託
せいち,精緻
Consultant,コンサルタント
Galleria,ガレリア
はっして,発して
しゃくど,尺度
ちょうひょう,帳票
とくせい,特性
じょうりゅう,上流
こうてい,工程
かしょう,過少
しゅってん,出典
せきさん,積算
ほんこう,本稿
はっかん,発刊
ほかん,補完
こうねん,光年
しょうかい,詳解
えんかく,遠隔
しんそつ,新卒
Surprise,サプライズ
こうぎょう,興行
しゅうまつ,週末
Engineer,エンジニア
Wide,ワイド
げっしゅう,月収
ひだりがわ,左側
みぎがわ,右側
Dialog,ダイアログ
Container,コンテナ
Club,倶楽部
じょうしつ,上質
じっしょう,実証
れいぶん,例文
Storage,ストレージ
そうごう,綜合
あち,彼方
Electronics,エレクトロニクス
Programming,プログラミング
まつもと,松本
わかな,若菜
だんトツ,断トツ
Press,プレス
ちゅうしょう,中小
たいか,耐火
ぼうじん,防塵
ていおん,定温
すいけい,推計
ねどこ,寝床
めいかい,明快
せんぽう,戦法
ねつぼう,熱望
いろけ,色気
